0,0,187.509,5.64455,2.40885,19.7651,5.509,2.39595,2.52753,2.87933,2.0751,2,14.412
0,1,127.258,3.77983,2.33968,16.6399,5.43702,2.33508,8.01061,2.90905,2.9782,2,14.2863
0,2,113.276,5.16411,1.77847,15.4702,3.24643,1.51535,14.6479,4.20831,2.87881,2,18.2169
0,3,122.087,3.67645,1.47558,15.1658,3.70932,0.60723,4.3737,2.63992,1.9781,2,8.58601
0,4,195.899,6.04805,2.4653,18.8908,3.25354,1.53995,5.40346,2.61744,2.00154,2,15.0726
0,5,77.887,3.75446,0.806139,10.748,3.88174,1.51358,9.39465,3.29336,1.38085,2,8.65859
1,0,135.682,4.23666,2.8112,16.952,4.80148,1.36297,5.38578,2.95765,3.82365,2,12.233
1,1,137.642,4.33875,2.68158,16.9322,4.63713,1.04876,13.8165,2.95041,4.1172,2,21.6841
1,2,103.541,5.23033,2.12064,14.2667,1.48108,3.77171,8.7465,4.28912,3.26054,2,11.6682
1,3,98.5071,3.06372,1.52012,13.6009,2.45023,2.19556,2.68535,2.68904,2.51606,2,5.98224
1,4,185.679,6.31265,3.08866,17.7649,1.67143,0.975322,4.59857,2.66428,2.49194,2,12.3261
1,5,60.6078,3.10059,0.978818,9.36001,2.69575,1.66465,16.3618,3.36029,2.10006,2,10.4725
2,0,153.59,3.7957,3.1307,16.9613,5.03351,2.75842,1.13967,2.13881,3.41494,2,11.3366
2,1,68.8145,1.76632,2.49557,11.5282,5.01222,2.38365,16.0138,2.19111,5.73338,2,12.5595
2,2,99.6367,3.63689,2.20773,13.7753,2.30622,2.81885,5.07467,3.10257,3.45425,2,8.07134
2,3,71.6134,1.80453,1.56685,10.9583,2.99828,2.58408,13.1901,1.96737,3.33862,2,10.3706
2,4,154.097,4.028,3.01412,15.6082,2.40136,1.19862,8.46522,1.94228,2.79889,2,15.11
2,5,45.1805,1.76594,0.950258,7.80292,3.18894,3.44442,3.08407,2.44552,2.48536,2,3.15359
3,0,159.022,4.82686,4.79444,18.6663,5.0305,1.17452,3.82115,2.89583,5.49798,2,14.5659
3,1,128.392,4.13731,3.64832,16.1395,4.85116,1.86886,1.91069,2.87868,4.80092,2,10.7878
3,2,105.24,5.25716,3.05253,14.4035,1.96219,2.29505,13.4697,4.17997,4.65032,2,16.1215
3,3,73.3713,2.41049,2.28907,11.5388,2.78948,0.508093,20.0557,2.64586,4.68644,2,15.4664
3,4,165.684,5.95587,4.46208,16.2628,2.08663,2.73926,4.24382,2.59711,3.52659,2,12.2469
3,5,64.8162,3.38698,1.49143,9.47134,2.97446,1.4633,15.7807,3.25767,2.66816,2,10.8992
4,0,128.681,3.94006,4.02316,19.2714,5.33643,4.71474,25.7763,3.66255,7.02357,2,35.9818
4,1,101.509,3.27328,3.63825,16.8244,5.22002,1.08401,12.4089,3.68539,7.43205,2,16.4534
4,2,87.3464,4.05451,2.82575,15.9809,2.45472,3.60381,15.9531,5.35798,4.8571,2,15.9092
4,3,67.0996,2.18295,2.04645,12.6881,3.13433,4.95814,11.2162,3.32848,6.40645,2,9.91005
4,4,154.172,5.44186,4.60793,18.2214,2.50158,3.39466,6.91504,3.28075,5.20523,2,16.1759
4,5,51.1333,2.70942,1.53282,9.67401,3.3311,2.3641,11.9651,4.13292,4.49511,2,7.28032
5,0,142.185,3.7323,4.04633,18.9128,5.72772,2.33242,9.91704,2.85825,6.07307,2,19.373
5,1,96.3129,2.76287,3.73823,15.1982,5.67809,2.91046,18.6484,2.90065,7.37471,2,20.6826
5,2,62.6873,2.82827,2.86557,12.1327,3.47928,5.24304,10.3563,4.24711,7.96557,2,9.58156
5,3,60.6613,1.65606,2.351,11.7739,3.94821,2.33368,3.68904,2.66117,7.29707,2,6.08444
5,4,147.192,4.44036,5.15288,17.0442,3.43183,2.56942,9.12484,2.60408,5.90657,2,18.0019
5,5,46.991,2.11101,1.72664,8.89716,4.07174,1.55917,10.2622,3.27616,5.06948,2,6.05688
6,0,121.537,1.6139,5.04025,17.4562,5.02937,4.1286,12.05,1.44236,8.56282,2,19.8573
6,1,67.8747,0.929212,4.84508,13.9352,5.17281,1.31967,3.612,1.5287,16.5897,2,12.335
6,2,84.9577,1.63561,3.34182,14.5756,1.90944,1.00167,7.22647,2.06362,6.74088,2,9.00055
6,3,52.3178,0.677396,2.62884,11.311,2.82819,2.65568,13.5219,1.34524,10.7933,2,9.38885
6,4,177.429,2.44169,5.61503,19.0172,2.0386,1.42931,4.44897,1.2822,5.72116,2,14.5242
6,5,37.5306,0.81274,1.96595,8.06861,2.99584,2.40313,8.70566,1.64319,7.28286,2,4.62366
7,0,95.6968,0.733882,3.79574,17.1496,5.26124,2.68081,4.22414,1.01132,9.23019,2,11.4409
7,1,44.3435,0.409609,3.41408,11.593,5.44436,3.83345,1.66661,1.07637,16.4928,2,8.08085
7,2,54.3965,0.680091,2.52393,12.2545,2.427,2.9617,6.42532,1.45414,9.98336,2,6.95959
7,3,47.1677,0.393992,2.03624,10.9454,3.14033,4.78048,1.20043,0.925633,8.87196,2,5.16336
7,4,116.685,1.03189,4.0642,16.1545,2.4875,1.19696,14.2009,0.898145,7.19458,2,19.1375
7,5,25.9657,0.352089,1.34735,7.0701,3.32055,3.66661,10.3054,1.14536,7.34777,2,3.59631
8,0,93.0342,0.761017,3.28544,20.9162,5.63739,3.96537,4.99275,1.55459,12.6488,2,14.3779
8,1,77.6738,0.735649,2.64606,17.2534,5.37882,3.56976,9.86137,1.52252,9.93347,2,12.4947
8,2,49.5544,0.794231,2.50289,13.3263,2.94037,1.84347,22.4515,2.25126,13.1544,2,13.121
8,3,44.8754,0.491906,1.70428,11.494,3.47226,2.67315,20.1248,1.38695,5.90546,2,9.70554
8,4,112.978,1.32459,3.44375,16.9998,2.86619,1.14521,21.7634,1.34451,6.46232,2,26.1256
8,5,29.6986,0.552394,1.16035,7.8186,3.59036,1.19537,11.2353,1.69402,4.03992,2,3.82525
